wiek;przychod;czas_na_stronie_min;liczba_wizyt;godzina_wejscia;dzien_tygodnia;typ_klienta;region;kupil
20;1366;20;2;1;7;powracajacy;poludnie;0
61;4724;1;12;23;4;nowy;wschod;0
21;2202;8;16;12;5;powracajacy;centrum;0
44;7084;23;10;1;5;nowy;wschod;0
53;7993;45;10;15;1;nowy;polnoc;0
26;8880;11;6;18;2;powracajacy;poludnie;0
57;8692;27;7;20;6;nowy;zachod;0
22;9311;26;14;16;3;nowy;wschod;0
65;8115;26;5;13;1;nowy;wschod;0
50;2378;30;17;4;1;nowy;poludnie;0
55;4370;17;5;15;7;nowy;zachod;0
27;7165;48;18;19;2;powracajacy;wschod;0
29;6391;13;18;12;1;vip;centrum;1
43;8586;57;5;2;7;powracajacy;centrum;0
35;4534;52;15;22;6;nowy;poludnie;0
50;8052;46;12;22;4;nowy;centrum;0
25;9341;23;16;4;4;nowy;poludnie;1
69;2178;20;11;17;7;nowy;centrum;0
50;3352;57;17;17;5;nowy;centrum;0
52;2202;52;8;4;5;powracajacy;poludnie;0
23;6400;32;7;4;6;nowy;zachod;0
43;3303;20;14;5;6;nowy;poludnie;0
56;7448;31;3;1;4;nowy;centrum;0
26;6396;30;17;21;6;nowy;polnoc;0
63;8766;18;12;1;2;nowy;poludnie;0
29;9018;45;4;17;1;nowy;poludnie;1
49;1582;19;13;2;4;vip;wschod;0
51;5388;34;7;16;7;powracajacy;polnoc;0
30;7927;7;3;16;1;powracajacy;wschod;0
26;8053;30;4;12;5;nowy;poludnie;1
42;5773;17;11;13;2;powracajacy;polnoc;0
64;6569;42;4;21;3;powracajacy;zachod;0
68;2144;3;6;9;6;nowy;wschod;0
44;7229;59;6;4;1;nowy;zachod;0
53;9130;11;5;6;6;powracajacy;polnoc;0
47;3520;31;19;5;5;nowy;polnoc;0
35;8324;29;12;7;7;nowy;wschod;0
42;4394;24;18;14;5;nowy;polnoc;0
18;9460;17;13;14;4;powracajacy;wschod;0
38;1409;10;17;5;4;nowy;polnoc;0
56;9490;14;8;20;7;powracajacy;centrum;0
65;3983;44;5;19;2;nowy;centrum;0
53;1721;53;18;12;4;nowy;polnoc;0
62;7713;41;9;11;7;vip;centrum;0
22;4756;14;3;19;6;nowy;poludnie;0
62;8459;28;19;17;3;powracajacy;polnoc;0
20;7676;17;13;1;7;powracajacy;centrum;0
57;1695;13;13;11;7;nowy;poludnie;0
22;6456;21;17;18;4;powracajacy;zachod;0
43;7104;58;18;20;6;powracajacy;centrum;0
18;9753;27;11;14;4;vip;polnoc;0
33;2810;32;6;4;6;powracajacy;polnoc;0
60;8867;8;6;20;5;powracajacy;poludnie;0
31;9672;33;8;18;3;nowy;poludnie;1
60;7337;58;7;4;3;powracajacy;centrum;0
66;9054;59;9;0;5;nowy;wschod;0
51;9519;26;19;22;4;nowy;zachod;0
49;1584;3;7;10;6;powracajacy;polnoc;0
35;8825;41;18;6;3;powracajacy;poludnie;0
30;6430;51;19;11;5;powracajacy;polnoc;0
45;6330;59;7;0;7;nowy;poludnie;1
61;5408;38;3;10;2;nowy;polnoc;0
67;8046;27;3;16;2;nowy;zachod;0
62;8002;25;8;2;2;powracajacy;zachod;0
61;1179;56;8;16;5;powracajacy;zachod;0
21;7343;33;18;17;6;powracajacy;centrum;0
40;5110;53;8;2;3;powracajacy;centrum;0
55;8158;51;9;22;4;nowy;wschod;0
60;6413;49;5;5;2;nowy;zachod;0
48;3595;36;16;3;2;powracajacy;poludnie;0
46;5371;32;5;8;7;nowy;zachod;1
67;3154;37;13;5;3;nowy;zachod;0
33;5003;9;19;21;1;nowy;wschod;0
44;7223;11;7;13;6;nowy;zachod;0
20;4449;20;3;6;2;nowy;poludnie;0
56;7206;28;2;3;5;vip;poludnie;0
27;7339;19;7;16;7;nowy;centrum;0
67;5579;4;9;12;5;vip;polnoc;0
42;9579;13;11;8;5;nowy;poludnie;0
34;4220;4;17;3;4;nowy;polnoc;0
44;4598;47;15;19;3;powracajacy;poludnie;0
56;4524;19;9;6;3;vip;poludnie;0
25;5386;48;17;12;4;powracajacy;zachod;0
62;7051;19;3;20;7;powracajacy;poludnie;1
53;2425;17;13;2;1;powracajacy;wschod;0
48;7296;49;8;18;2;vip;polnoc;1
21;2564;46;6;20;6;nowy;wschod;0
30;4601;59;6;16;4;nowy;wschod;0
45;3688;39;16;12;4;powracajacy;wschod;0
57;9690;33;6;2;7;nowy;centrum;0
27;8169;11;5;2;2;nowy;polnoc;0
33;7029;48;3;23;2;powracajacy;poludnie;1
60;2860;29;2;19;4;powracajacy;polnoc;1
40;2480;49;12;23;6;nowy;zachod;0
55;7624;36;7;0;4;nowy;zachod;0
25;1014;24;17;16;1;vip;centrum;0
68;6271;29;4;17;7;nowy;polnoc;0
59;2736;7;7;15;3;powracajacy;zachod;0
49;1845;1;9;4;2;nowy;wschod;0
19;4788;50;15;23;4;nowy;zachod;0
66;1603;47;1;1;6;nowy;centrum;0
37;8782;40;11;3;5;nowy;poludnie;0
22;9848;29;14;11;3;powracajacy;wschod;0
33;2652;33;16;18;3;powracajacy;poludnie;0
67;2963;37;12;0;4;powracajacy;polnoc;0
50;1330;16;5;13;6;powracajacy;centrum;0
44;8047;53;13;15;3;powracajacy;polnoc;0
55;7895;3;1;23;4;vip;poludnie;1
56;6763;33;8;17;6;nowy;poludnie;0
26;2475;48;16;6;7;nowy;zachod;0
38;2296;13;17;11;2;nowy;poludnie;1
68;3351;9;3;13;4;powracajacy;zachod;0
69;5893;43;5;7;6;nowy;zachod;0
68;9140;45;13;16;3;vip;poludnie;0
22;1027;57;15;9;6;nowy;poludnie;0
54;5945;6;14;11;6;powracajacy;centrum;0
36;6810;31;12;5;5;nowy;zachod;0
39;3447;15;8;9;7;nowy;centrum;0
33;7024;32;15;6;2;powracajacy;poludnie;0
42;1671;21;9;14;1;nowy;poludnie;0
19;6226;23;18;4;6;powracajacy;polnoc;0
41;5663;7;3;5;5;nowy;poludnie;0
53;9799;9;6;18;1;powracajacy;zachod;0
37;8431;27;15;16;1;powracajacy;centrum;0
27;5017;28;10;2;2;nowy;zachod;0
53;2570;7;18;16;3;vip;polnoc;0
31;4468;10;18;14;6;nowy;poludnie;0
59;5948;6;2;15;4;vip;wschod;0
28;2261;58;12;15;1;powracajacy;polnoc;0
45;8243;19;1;20;2;nowy;zachod;0
62;2624;16;17;17;7;nowy;zachod;0
24;2317;33;9;18;7;nowy;centrum;0
45;1420;7;4;10;2;nowy;poludnie;0
29;2913;46;5;17;5;nowy;polnoc;0
49;3973;46;18;19;3;nowy;wschod;0
25;5570;52;16;3;2;powracajacy;poludnie;0
44;7821;30;3;19;6;powracajacy;polnoc;1
37;5299;48;14;1;3;nowy;centrum;0
39;3658;13;13;8;1;nowy;centrum;0
41;7971;36;8;14;6;nowy;polnoc;0
29;9878;18;15;17;2;vip;zachod;1
45;8874;31;1;18;6;vip;zachod;0
30;6665;3;7;22;7;powracajacy;centrum;0
60;4229;7;5;14;2;nowy;poludnie;0
58;4581;46;15;21;2;powracajacy;centrum;0
42;9600;59;3;1;7;powracajacy;zachod;0
66;4801;37;3;0;3;nowy;poludnie;0
29;1499;5;1;12;7;nowy;centrum;0
40;9750;53;7;6;3;nowy;poludnie;1
41;7686;31;4;15;3;nowy;polnoc;0
41;3054;37;17;9;7;powracajacy;polnoc;0
42;9397;27;19;2;7;powracajacy;zachod;0
30;7422;6;17;19;1;nowy;polnoc;0
57;8128;31;16;13;2;vip;wschod;0
30;8117;15;8;8;4;nowy;wschod;0
25;1061;17;16;19;4;powracajacy;poludnie;0
62;5378;56;3;11;3;vip;poludnie;1
61;9626;34;8;4;5;nowy;wschod;0
37;9179;40;6;1;3;powracajacy;polnoc;0
37;2533;57;9;22;5;nowy;polnoc;0
62;1970;50;9;22;6;nowy;zachod;0
62;3433;47;13;16;7;nowy;wschod;0
63;9483;16;7;9;2;nowy;centrum;0
67;4763;37;15;0;2;powracajacy;centrum;0
23;8663;51;2;0;6;powracajacy;wschod;0
36;5025;39;8;20;2;vip;wschod;1
59;5273;39;15;21;3;nowy;zachod;0
26;9508;57;18;22;5;powracajacy;polnoc;1
43;3144;45;19;14;7;nowy;polnoc;0
56;2214;50;17;5;1;powracajacy;zachod;0
41;9839;32;6;22;7;nowy;poludnie;0
38;6222;56;8;12;2;nowy;zachod;0
37;2354;49;7;14;4;powracajacy;centrum;0
29;1437;34;3;14;6;nowy;polnoc;0
21;9524;20;11;3;2;nowy;centrum;0
48;6490;28;7;3;5;powracajacy;centrum;0
33;5926;27;2;19;3;nowy;polnoc;1
65;4052;18;14;11;6;powracajacy;zachod;0
25;5211;17;11;21;3;nowy;wschod;0
22;1296;47;13;21;3;nowy;polnoc;0
36;1904;39;10;4;2;nowy;centrum;0
21;8827;3;1;10;6;nowy;poludnie;0
52;2957;11;10;11;2;powracajacy;wschod;0
45;3517;33;15;0;6;nowy;poludnie;0
55;6823;41;15;14;3;nowy;wschod;0
43;1021;32;9;23;7;powracajacy;poludnie;0
67;8107;8;3;1;6;powracajacy;wschod;0
20;2899;44;9;1;7;vip;wschod;0
45;4568;12;8;3;1;nowy;zachod;0
21;6668;13;8;18;1;nowy;polnoc;0
18;4637;53;6;22;4;powracajacy;zachod;0
68;2997;24;2;22;2;nowy;wschod;0
48;6586;53;17;16;3;vip;wschod;0
60;4604;50;1;13;1;powracajacy;centrum;0
59;3053;50;13;15;6;nowy;centrum;0
43;7103;43;2;19;5;nowy;polnoc;1
29;4223;40;7;22;7;vip;poludnie;0
43;9827;8;1;17;4;vip;zachod;1
41;6906;24;9;4;7;nowy;wschod;0
19;7904;24;13;22;6;powracajacy;zachod;0
66;1975;44;5;9;6;nowy;poludnie;0
43;6127;10;2;3;1;vip;poludnie;1
61;6468;18;11;11;5;nowy;poludnie;0
49;6213;33;6;9;7;nowy;poludnie;1
24;6533;30;2;21;4;nowy;polnoc;0
43;5631;41;3;7;5;nowy;wschod;0
34;9650;17;10;10;2;powracajacy;poludnie;0
22;6906;1;16;10;1;nowy;centrum;0
35;6912;57;5;7;1;powracajacy;wschod;0
56;4465;16;8;8;5;nowy;centrum;1
58;5991;46;16;21;2;nowy;polnoc;1
31;8485;49;11;7;1;vip;zachod;0
59;2707;26;10;7;1;nowy;polnoc;0
40;7361;15;11;14;5;nowy;poludnie;0
38;3115;42;8;9;1;powracajacy;poludnie;0
33;9952;41;8;5;5;powracajacy;zachod;1
28;7375;3;9;7;2;nowy;wschod;0
38;7075;53;16;18;3;powracajacy;zachod;1
22;5102;46;2;15;3;nowy;zachod;0
54;1391;31;2;1;1;powracajacy;polnoc;0
54;7256;30;19;19;3;nowy;centrum;0
39;1685;15;3;7;1;powracajacy;polnoc;1
31;3758;26;5;8;5;nowy;poludnie;1
27;3533;32;3;23;5;nowy;centrum;0
53;4216;24;19;7;6;nowy;poludnie;0
28;1663;29;9;20;7;vip;poludnie;1
56;2876;20;5;9;3;nowy;poludnie;0
49;6665;32;15;12;3;powracajacy;zachod;0
57;9103;58;19;14;5;nowy;wschod;0
57;1233;55;14;12;1;nowy;wschod;0
45;5759;26;5;22;4;nowy;zachod;0
25;5819;15;14;3;5;nowy;polnoc;0
49;4607;35;3;11;4;vip;zachod;0
42;3516;44;1;11;2;powracajacy;polnoc;0
64;6051;20;12;5;3;nowy;wschod;0
39;4769;18;7;10;2;nowy;centrum;0
39;7231;59;7;0;1;nowy;polnoc;1
48;8043;49;14;6;3;vip;centrum;0
37;9501;57;9;9;7;nowy;polnoc;1
50;3732;59;8;12;2;vip;centrum;0
52;7267;33;16;7;2;powracajacy;zachod;0
29;8304;30;18;4;5;powracajacy;poludnie;0
38;3691;8;8;6;7;nowy;polnoc;0
27;9047;39;4;23;1;nowy;poludnie;1
32;8228;32;18;15;5;nowy;poludnie;0
28;3040;22;6;19;2;nowy;polnoc;0
66;7860;33;6;19;5;powracajacy;poludnie;0
68;3334;49;12;14;3;vip;centrum;0
21;8526;52;5;12;3;powracajacy;polnoc;0
30;2567;10;11;8;3;nowy;centrum;0
57;7179;52;7;15;4;nowy;zachod;0
19;5807;3;18;22;2;powracajacy;polnoc;0
45;1427;11;3;21;5;nowy;wschod;0
25;7790;32;2;2;6;vip;zachod;1
42;5648;37;16;0;3;nowy;wschod;0
37;4927;50;1;15;7;vip;polnoc;0
22;2896;33;5;10;2;powracajacy;centrum;0
47;4894;41;8;16;3;nowy;zachod;0
66;6727;22;2;9;4;nowy;wschod;0
56;8127;9;10;0;7;nowy;wschod;0
55;4395;32;4;2;2;nowy;centrum;0
56;9799;42;2;17;2;nowy;centrum;0
32;6622;47;10;21;1;nowy;polnoc;1
47;5529;36;19;12;3;nowy;polnoc;0
67;2091;19;16;10;7;vip;poludnie;0
50;9188;33;19;7;6;nowy;poludnie;0
43;5895;32;13;17;2;nowy;poludnie;0
18;9629;13;1;23;5;powracajacy;wschod;0
55;4852;46;16;6;6;nowy;centrum;0
65;8798;28;11;2;7;powracajacy;wschod;1
66;1390;35;1;19;6;powracajacy;wschod;0
52;6874;45;1;21;4;nowy;centrum;0
40;8510;41;5;0;1;powracajacy;centrum;0
40;7848;5;4;16;6;powracajacy;poludnie;0
49;2727;44;19;10;4;nowy;centrum;0
43;4481;20;10;3;3;nowy;wschod;0
29;3046;59;16;8;2;powracajacy;wschod;0
21;7865;11;13;16;1;powracajacy;poludnie;0
51;8229;41;3;6;5;powracajacy;wschod;0
24;3843;43;1;14;5;powracajacy;wschod;0
25;3380;22;10;7;1;powracajacy;zachod;0
33;6468;37;19;15;1;powracajacy;wschod;0
57;1029;24;12;4;4;nowy;wschod;0
60;6132;26;1;15;6;nowy;poludnie;1
68;2543;20;8;19;7;nowy;wschod;0
52;8019;29;11;14;5;powracajacy;poludnie;0
18;8069;13;5;9;6;nowy;polnoc;0
48;8420;46;19;13;4;powracajacy;poludnie;0
31;5270;10;17;8;1;powracajacy;polnoc;0
37;5757;20;12;2;5;powracajacy;centrum;0
24;7684;44;5;1;1;nowy;zachod;0
61;1105;59;9;0;6;nowy;poludnie;0
54;4662;41;3;11;2;nowy;zachod;0
48;2969;59;1;17;1;powracajacy;wschod;0
65;4278;50;4;15;6;nowy;zachod;0
32;9441;38;14;3;1;powracajacy;wschod;0
53;6853;32;15;9;2;nowy;centrum;0
39;1115;54;10;11;7;nowy;polnoc;0
62;7988;48;16;13;3;nowy;poludnie;0
66;7004;15;16;4;1;powracajacy;poludnie;0
18;5549;51;9;7;7;vip;polnoc;0
53;2216;24;5;23;3;vip;centrum;0
59;4680;21;9;9;2;powracajacy;wschod;0
49;2364;43;9;23;5;powracajacy;wschod;0
62;1614;15;16;8;4;powracajacy;zachod;0
38;7491;40;16;20;6;nowy;centrum;0
58;4023;57;5;21;2;powracajacy;wschod;0
39;8042;52;2;16;6;nowy;centrum;0
63;4706;56;10;7;5;nowy;polnoc;0
55;1632;16;16;16;2;nowy;zachod;0
62;8706;36;6;2;7;powracajacy;polnoc;0
67;8299;56;4;11;7;powracajacy;polnoc;0
45;9299;36;10;4;2;nowy;centrum;0
67;3311;10;5;22;1;powracajacy;polnoc;0
32;9821;32;9;5;7;powracajacy;wschod;0
20;4323;6;3;23;2;powracajacy;centrum;0
61;1593;4;4;15;7;powracajacy;centrum;0
68;4936;8;5;15;5;nowy;centrum;0
42;5016;55;9;14;6;powracajacy;centrum;0
24;9316;25;7;16;5;powracajacy;centrum;0
46;2831;52;4;0;2;powracajacy;poludnie;0
24;2299;35;6;16;6;nowy;wschod;0
58;1761;9;17;17;7;powracajacy;polnoc;0
52;1476;14;1;7;1;nowy;wschod;0
34;4661;23;9;0;4;powracajacy;wschod;0
52;2644;12;8;0;6;vip;poludnie;1
52;9636;38;6;21;5;nowy;wschod;1
69;9455;16;7;5;6;powracajacy;poludnie;0
25;8818;11;17;18;3;powracajacy;centrum;0
20;7224;38;9;15;6;powracajacy;polnoc;0
32;1623;15;11;11;4;powracajacy;poludnie;1
65;8323;53;9;1;6;powracajacy;wschod;0
51;6343;8;11;8;7;nowy;poludnie;0
59;3191;58;12;6;3;powracajacy;zachod;0
63;8568;11;15;5;3;powracajacy;poludnie;0
25;9622;39;14;9;2;nowy;poludnie;1
40;2939;18;18;4;3;powracajacy;poludnie;0
61;8539;28;5;22;6;nowy;poludnie;1
18;5557;27;5;3;5;nowy;centrum;0
41;5824;59;15;11;3;vip;centrum;0
41;4433;53;15;10;7;nowy;polnoc;0
22;1349;49;16;6;3;powracajacy;poludnie;0
59;6986;33;8;23;1;nowy;wschod;0
53;2729;31;3;4;1;nowy;zachod;0
27;6032;9;7;3;7;nowy;zachod;0
55;2458;14;17;6;1;powracajacy;polnoc;0
35;2804;1;15;16;1;nowy;polnoc;0
18;4369;33;9;19;6;powracajacy;polnoc;0
43;5138;58;18;9;1;powracajacy;centrum;0
60;8540;34;14;7;5;powracajacy;wschod;0
64;9250;47;15;13;7;nowy;wschod;0
45;3213;37;7;12;7;nowy;poludnie;0
49;3223;37;16;3;5;powracajacy;polnoc;0
54;7517;33;18;0;6;powracajacy;polnoc;0
35;4661;35;8;3;1;nowy;polnoc;0
52;9453;41;16;17;3;nowy;polnoc;0
36;7819;57;1;23;6;powracajacy;wschod;0
19;3366;35;13;11;4;powracajacy;wschod;0
51;2440;47;14;8;4;powracajacy;polnoc;0
37;7062;21;2;9;7;nowy;zachod;1
32;9652;45;14;18;4;nowy;wschod;0
57;3585;56;9;2;4;nowy;centrum;0
27;5647;13;16;13;3;nowy;centrum;0
24;3064;24;12;9;6;powracajacy;zachod;1
41;2020;7;12;3;2;vip;polnoc;0
59;9597;2;18;13;6;powracajacy;polnoc;0
49;7362;41;19;23;7;powracajacy;poludnie;0
48;1456;11;10;19;1;nowy;zachod;0
65;5383;56;1;19;6;nowy;centrum;1
21;4446;32;12;16;2;powracajacy;wschod;0
57;9173;40;1;2;2;powracajacy;polnoc;0
18;9909;40;10;3;2;powracajacy;zachod;1
43;7655;4;7;13;6;nowy;zachod;0
55;1571;53;1;5;5;powracajacy;polnoc;0
65;4426;3;5;13;6;nowy;zachod;0
20;8725;50;12;5;6;powracajacy;wschod;0
62;1146;57;10;21;7;nowy;centrum;0
25;7004;56;14;12;3;nowy;poludnie;0
18;2263;6;7;18;3;nowy;centrum;0
68;2239;34;4;13;3;nowy;wschod;0
52;2954;42;5;12;1;nowy;poludnie;0
45;7021;50;13;11;3;powracajacy;poludnie;0
29;9167;1;18;14;3;nowy;wschod;0
27;3083;55;13;15;3;vip;zachod;0
39;9653;30;18;23;4;nowy;centrum;0
64;2239;19;3;20;7;nowy;polnoc;0
45;7218;25;3;18;1;powracajacy;poludnie;0
33;4053;7;12;4;6;powracajacy;centrum;0
53;1297;12;6;20;2;powracajacy;zachod;0
30;7988;45;17;13;6;nowy;zachod;0
28;5863;55;2;11;7;nowy;wschod;1
65;3738;16;5;16;1;nowy;polnoc;0
57;7195;45;17;16;7;nowy;polnoc;0
59;2567;30;3;22;7;powracajacy;wschod;0
67;6754;28;10;21;1;vip;centrum;1
28;1065;22;19;5;6;nowy;centrum;0
59;2879;53;13;8;4;powracajacy;centrum;0
49;2829;59;3;16;6;powracajacy;polnoc;0
56;8419;23;18;20;1;nowy;zachod;0
58;8754;9;15;0;1;powracajacy;zachod;0
48;8889;44;7;22;4;nowy;polnoc;0
43;7672;36;3;15;2;nowy;poludnie;0
36;4693;21;4;3;2;powracajacy;poludnie;0
35;3383;8;15;15;3;powracajacy;polnoc;0
19;7088;54;1;14;6;powracajacy;polnoc;0
42;2403;9;10;3;2;vip;centrum;0
35;2880;43;5;20;7;nowy;zachod;0
48;5698;37;19;0;7;vip;centrum;0
63;7984;30;13;5;4;nowy;wschod;0
63;3829;38;18;16;6;powracajacy;wschod;0
29;7412;25;12;1;2;nowy;wschod;0
37;9570;35;8;15;2;vip;zachod;0
32;6941;6;5;11;7;vip;polnoc;1
62;3363;53;11;4;6;nowy;centrum;0
61;2843;4;4;23;5;nowy;poludnie;0
66;3597;11;5;22;4;nowy;wschod;0
26;5578;15;10;14;1;nowy;poludnie;0
24;8028;29;17;7;5;powracajacy;polnoc;0
43;6782;17;19;8;5;nowy;poludnie;0
27;4648;34;7;23;5;nowy;wschod;0
48;8986;10;18;10;4;vip;zachod;0
60;6322;14;18;7;3;powracajacy;polnoc;0
36;4318;42;13;16;1;nowy;poludnie;0
26;3054;7;1;5;1;nowy;zachod;0
66;1871;20;3;2;1;powracajacy;poludnie;0
48;8823;9;12;14;6;nowy;polnoc;0
54;9030;28;16;2;4;nowy;zachod;1
51;8890;3;5;4;4;vip;zachod;0
37;6663;34;7;9;3;nowy;polnoc;0
61;8150;44;2;12;6;vip;zachod;1
42;1724;3;19;3;6;nowy;wschod;0
46;1016;39;17;18;1;powracajacy;poludnie;0
41;1744;49;12;15;6;nowy;zachod;0
55;1199;19;5;11;4;powracajacy;zachod;0
49;4379;8;14;11;1;nowy;zachod;0
48;5016;48;7;12;1;vip;poludnie;1
35;1449;49;17;3;6;powracajacy;zachod;0
29;2763;51;1;10;5;powracajacy;poludnie;0
53;3699;29;17;21;2;nowy;centrum;0
24;6185;21;16;21;7;nowy;wschod;0
18;5219;2;10;18;5;nowy;poludnie;0
39;9888;31;10;16;5;nowy;wschod;0
38;2708;7;10;13;5;nowy;wschod;0
53;7817;25;6;5;7;vip;centrum;0
39;8522;57;2;12;6;powracajacy;poludnie;1
62;5675;40;2;2;1;powracajacy;zachod;0
61;9487;47;12;22;6;powracajacy;polnoc;0
41;5011;31;9;9;5;powracajacy;zachod;0
26;6416;58;17;0;5;vip;wschod;1
45;7756;52;10;8;2;powracajacy;wschod;0
32;9085;59;14;8;2;nowy;zachod;0
32;1661;15;2;2;6;nowy;zachod;0
59;6705;28;15;15;7;powracajacy;zachod;0
34;5487;46;3;22;4;powracajacy;poludnie;1
43;1618;57;3;4;5;nowy;wschod;0
19;3419;9;13;8;3;powracajacy;wschod;0
25;3153;17;14;3;5;powracajacy;wschod;0
59;4362;19;14;20;1;powracajacy;poludnie;0
23;9429;51;7;9;6;nowy;polnoc;0
35;8740;51;2;17;1;powracajacy;zachod;0
56;9340;28;2;1;2;nowy;zachod;0
66;1669;39;12;11;1;powracajacy;poludnie;1
22;1456;38;2;15;1;nowy;poludnie;0
39;5143;46;5;1;6;powracajacy;zachod;1
68;6792;32;17;4;6;powracajacy;wschod;0
27;9012;16;14;7;6;nowy;wschod;0
45;9842;26;13;1;4;nowy;poludnie;0
19;7107;40;1;22;2;nowy;poludnie;1
46;3675;7;18;5;4;powracajacy;wschod;0
50;3109;2;8;17;3;nowy;centrum;0
40;1226;48;13;15;5;nowy;zachod;0
69;1486;45;6;23;3;powracajacy;zachod;0
45;5664;40;12;17;4;nowy;poludnie;0
45;3691;44;3;7;4;powracajacy;poludnie;0
57;9021;18;9;18;7;powracajacy;wschod;0
25;8991;42;17;9;3;nowy;wschod;0
62;7587;23;17;1;5;powracajacy;poludnie;0
38;6375;7;3;9;1;vip;wschod;1
22;6822;22;14;11;2;powracajacy;wschod;0
53;3792;42;1;13;4;nowy;wschod;0
59;1972;30;15;5;4;nowy;wschod;0
54;5040;20;17;20;4;powracajacy;zachod;0
42;9937;28;7;6;6;powracajacy;poludnie;0
62;6866;51;1;18;2;nowy;centrum;0
40;3516;56;1;0;6;nowy;polnoc;0
54;5691;1;9;11;3;nowy;wschod;0
29;3350;40;9;18;2;nowy;zachod;0
25;7514;23;4;23;3;nowy;poludnie;1
48;6510;47;1;20;4;nowy;wschod;0
43;4578;15;19;7;3;vip;zachod;0
63;9781;49;1;5;5;nowy;zachod;0
49;9961;35;5;15;1;nowy;polnoc;0
39;9703;9;15;1;6;powracajacy;poludnie;0
35;4652;27;8;6;6;powracajacy;centrum;0
60;3024;41;1;9;7;vip;poludnie;0
69;5645;56;13;16;4;nowy;wschod;0
64;1841;14;2;3;5;powracajacy;wschod;0
69;8098;41;12;13;4;powracajacy;polnoc;0
51;1591;30;7;21;7;powracajacy;poludnie;0
31;2458;44;15;11;1;nowy;poludnie;0
60;9664;47;14;12;5;powracajacy;wschod;0
31;5514;27;2;12;5;powracajacy;centrum;1
20;5392;4;4;8;7;powracajacy;wschod;1
59;7413;15;4;2;7;powracajacy;zachod;0
23;6026;57;18;18;6;nowy;centrum;0
18;3174;36;12;11;2;nowy;polnoc;0
33;4904;21;10;20;4;nowy;centrum;0
31;8261;30;13;19;2;nowy;poludnie;1
48;3682;11;19;1;6;powracajacy;poludnie;0
46;8984;59;3;17;2;nowy;polnoc;0
38;3294;57;17;21;2;powracajacy;polnoc;0
46;8712;32;12;12;3;nowy;polnoc;0
28;8969;10;1;23;1;nowy;polnoc;1
49;5117;26;9;0;5;nowy;zachod;0
30;8585;11;11;22;4;powracajacy;wschod;0
26;4327;21;19;6;2;powracajacy;wschod;1
22;2672;18;9;8;3;nowy;zachod;0
59;1990;33;16;20;3;powracajacy;centrum;0
69;7226;17;2;12;7;powracajacy;zachod;0
52;5571;33;12;15;2;nowy;polnoc;0
65;7132;24;10;12;4;nowy;polnoc;0
50;2973;15;11;21;1;nowy;polnoc;0
26;2174;47;10;12;7;nowy;poludnie;0
54;5133;37;6;7;6;nowy;centrum;0
38;8163;6;13;15;2;vip;polnoc;1
60;9657;46;13;11;1;nowy;poludnie;0
36;9941;42;8;23;3;nowy;polnoc;0
57;7220;22;9;13;1;powracajacy;polnoc;0
59;6151;10;3;12;5;nowy;poludnie;0
30;5229;40;3;16;1;nowy;wschod;0
48;1477;6;15;9;6;powracajacy;zachod;0
53;5478;48;7;1;7;nowy;centrum;0
53;5238;49;17;23;5;powracajacy;zachod;0
38;5005;27;5;5;7;nowy;wschod;1
33;7718;10;16;8;6;nowy;centrum;0
32;1811;3;14;23;2;powracajacy;wschod;0
35;4877;26;18;0;4;powracajacy;polnoc;0
68;4516;53;7;21;6;powracajacy;centrum;0
44;4526;55;4;14;6;powracajacy;poludnie;0
45;5986;36;18;23;5;nowy;zachod;1
38;1236;31;8;23;3;nowy;poludnie;0
19;5580;33;10;11;1;nowy;wschod;0
26;6707;33;11;19;3;powracajacy;poludnie;1
21;3629;25;4;3;7;nowy;poludnie;0
59;1961;23;6;0;7;vip;poludnie;0
27;5864;54;6;7;5;powracajacy;zachod;1
36;8829;41;4;18;1;powracajacy;centrum;0
66;5564;55;3;4;6;nowy;centrum;0
63;8110;21;6;22;6;powracajacy;centrum;0
18;4878;44;16;7;3;nowy;centrum;0
57;5141;2;7;3;4;powracajacy;zachod;0
57;4688;53;2;20;1;nowy;poludnie;0
24;9287;19;18;7;7;vip;wschod;0
50;6398;46;3;14;6;nowy;polnoc;0
58;6336;52;12;19;3;nowy;zachod;0
27;9362;24;9;17;6;powracajacy;zachod;0
46;3120;4;4;18;5;powracajacy;zachod;0
20;7828;36;12;11;6;nowy;centrum;0
63;9152;15;9;13;7;vip;polnoc;0
30;6667;5;5;10;7;nowy;polnoc;0
27;6857;10;18;14;6;powracajacy;polnoc;0
58;8919;11;12;21;2;nowy;wschod;1
24;1780;25;18;1;4;nowy;wschod;0
41;6706;43;7;1;6;nowy;zachod;0
29;2615;59;4;3;1;powracajacy;wschod;0
32;4339;12;18;19;6;nowy;polnoc;0
36;7840;22;2;17;1;nowy;poludnie;1
33;1428;50;9;5;5;powracajacy;centrum;0
21;3671;40;16;5;4;powracajacy;poludnie;0
60;9671;3;8;0;2;vip;zachod;0
33;7525;9;14;22;3;powracajacy;polnoc;0
68;2711;17;18;7;5;nowy;centrum;0
39;1477;29;3;15;3;nowy;polnoc;0
45;7515;2;12;16;7;nowy;wschod;0
49;9198;23;4;18;5;powracajacy;polnoc;1
63;3789;41;10;11;4;vip;poludnie;0
29;5984;56;1;15;7;powracajacy;polnoc;1
58;8518;46;17;16;3;nowy;centrum;0
